Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;25.02.2018;15:30;101108;Bremen-Neustadt, Bezirkssportanlage Süd;121108;StL A M;Stadtliga A M;SG Buntentor/Neustadt II;SVGO Bremen IV;="0:0";="0:0";HV Grasberg von 2010 SR;Handballverein Grasberg 2010 e.V.;;;;;;
Sun.;25.02.2018;16:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;401104;ROL WJA (Ü);ROL WJA Mitte;TuS Komet Arsten II;TuSG Ritterhude II;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sun.;25.02.2018;17:00;813028;Delmenhorst, SH Am Wehrhahn ;111090;BrL M;Bremenliga M;HSG Delmenhorst III;HSG Vegesack/Hammersbeck;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;17:00;101184;Ritterhude, SZ;210102;LK F KRAGE;Landesklasse F KRAGE;TuSG Ritterhude;TuS Komet Arsten II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;17:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;103125;OL M;Oberliga M Nordsee;ATSV Habenhausen II;TSV Bremervörde;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;17:00;606107;Grasberg, SH;303090;ROL MJA (Ü);ROL MJA Nord;HV Grasberg;SVGO Bremen II;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sun.;25.02.2018;17:00;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;16095;RL MJB;ROL MJB;TSV OT Bremen;MSG Daverden/Walle;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;19:00;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;106119;LL M;Landesliga M Bremen;SVGO Bremen;ATSV Habenhausen III;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;12:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;331077;BrL MJC;Bremenliga MJC;SV Werder Bremen;TV Lilienthal;="0:0";="0:0";TuSG Ritterhude SR;TuSG Ritterhude;;;;;;
Sat.;03.03.2018;13:00;606108;Schwanewede, Heideschule;431091;BrL WJC;Bremenliga WJC;HSG Schwanewede/Nk.;SV Werder Bremen II;="0:0";="0:0";HVH SR;HSG Vegesack/Hammersbeck;;;;;;
Sat.;03.03.2018;13:30;813028;Delmenhorst, SH Am Wehrhahn ;145081;LL MJB;Landesliga MJB Nord;HSG Delmenhorst;TV Neerstedt;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;13:30;101130;Bremen-Hastedt, VH Hastedter TSV;152081;LL MJC;Landesliga MJC Nord;SG HC Bremen/Hastedt II;JSG Altenw./Otternd.;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;13:45;606105;Lilienthal-Falkenberg, Schoofmoor I;176082;LL WJB;Landesliga WJB Ost;TV Lilienthal;TuSG Ritterhude;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;14:00;606107;Grasberg, SH;401113;ROL WJA (Ü);ROL WJA Mitte;HV Grasberg;SV Werder Bremen II;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sat.;03.03.2018;14:30;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;135081;LL MJA;Landesliga MJA Nord;SG Arbergen-Mahndorf;SG Achim/Baden;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;14:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;135082;LL MJA;Landesliga MJA Nord;ATSV Habenhausen;HSG Grüppenb./Bookholzb.;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;15:00;606108;Schwanewede, Heideschule;150080;OL MJC;Oberliga MJC West;HSG Schwanewede/Nk.;HSG Schaumburg-Nord;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;15:00;101108;Bremen-Neustadt, Bezirkssportanlage Süd;221031;StL A F;Stadtliga A F;SG Buntentor/Neustadt II;SG Findorff III;="0:0";="0:0";TuS Tarmstedt SR;TuS Tarmstedt;;;;;;
Sat.;03.03.2018;15:15;606105;Lilienthal-Falkenberg, Schoofmoor I;321071;BrL MJB;Bremenliga MJB ;TV Lilienthal;HSG Schwanewede/Nk. II;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sat.;03.03.2018;15:15;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;303091;ROL MJA (Ü);ROL MJA Nord;SVGO Bremen II;JMSG Loxstedt/Bexhövede/HG Bremerhaven;="0:0";="0:0";VSK Osterholz-Scharmbeck SR;VSK Osterholz-Scharmbeck;;;;;;
Sat.;03.03.2018;15:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;150082;OL MJC;Oberliga MJC West;SG HC Bremen/Hastedt;TV Bissendorf-Holte;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;16:00;101113;Bremen-Woltmershausen, MZH Roter Sand;200092;LK M KRAGE;Landesklasse M KRAGE;TS Woltmershausen;TSV Daverden II;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;16:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;221032;StL A F;Stadtliga A F;SV Werder Bremen IV;SG HC Bremen/Hastedt II;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sat.;03.03.2018;16:00;606107;Grasberg, SH;231033;StL B F;Stadtliga B F;HV Grasberg;HSG Vegesack/Hammersbeck II;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sat.;03.03.2018;16:30;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;135083;LL MJA;Landesliga MJA Nord;SG Findorff;TV Neerstedt;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;16:45;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;331078;BrL MJC;Bremenliga MJC;ATSV Habenhausen;SG Findorff;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sat.;03.03.2018;16:45;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;210091;LK F KRAGE;Landesklasse F KRAGE;SG Arbergen-Mahndorf;TuSG Ritterhude;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;17:00;606108;Schwanewede, Heideschule;106122;LL M;Landesliga M Bremen;HSG Schwanewede/Nk. II;TV Oyten;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;17:00;101108;Bremen-Neustadt, Bezirkssportanlage Süd;121079;StL A M;Stadtliga A M;SG Buntentor/Neustadt III;HSG Lesum/St.Magnus II;="0:0";="0:0";TuS Tarmstedt SR;TuS Tarmstedt;;;;;;
Sat.;03.03.2018;17:15;606105;Lilienthal-Falkenberg, Schoofmoor I;111092;BrL M;Bremenliga M;TV Lilienthal;TuS Komet Arsten;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;17:15;813028;Delmenhorst, SH Am Wehrhahn ;111091;BrL M;Bremenliga M;HSG Delmenhorst III;HSG Schwanewede/Nk. III;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;17:15;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;303093;ROL MJA (Ü);ROL MJA Nord;TuS Komet Arsten;TuSG Ritterhude;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sat.;03.03.2018;18:00;101113;Bremen-Woltmershausen, MZH Roter Sand;121080;StL A M;Stadtliga A M;TS Woltmershausen II;SG Findorff III;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sat.;03.03.2018;18:00;606107;Grasberg, SH;131057;StL B M;Stadtliga B M;HV Grasberg II;SC Weyhe;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sat.;03.03.2018;18:30;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;111093;BrL M;Bremenliga M;SG Findorff II;SG Findorff;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;18:30;101168;Lemwerder, Sport- und Freizeitzentrum Lemwerder;117094;LK WE M;Landesklasse WE M Nord;HSG Grüppenb./Bookholzb. II;VfL Rastede;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;18:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;303094;ROL MJA (Ü);ROL MJA Nord;SVGO Bremen;HSG Blexer TB/SVN;="0:0";="0:0";VSK Osterholz-Scharmbeck SR;VSK Osterholz-Scharmbeck;;;;;;
Sat.;03.03.2018;19:00;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;200094;LK M KRAGE;Landesklasse M KRAGE;SG Arbergen-Mahndorf;HSG Lesum/St.Magnus;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;19:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;107136;OL F;Oberliga F Nordsee;ATSV Habenhausen;TSV Altenwalde;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;19:00;606108;Schwanewede, Heideschule;103129;OL M;Oberliga M Nordsee;HSG Schwanewede/Nk.;SG VTB/Altjührden;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;19:15;813028;Delmenhorst, SH Am Wehrhahn ;106124;LL M;Landesliga M Bremen;HSG Delmenhorst II;SG HC Bremen/Hastedt II;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;20:00;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;211076;BrL F;Bremenliga F;SVGO Bremen;TS Woltmershausen II;="0:0";="0:0";;;;;;;;
Sat.;03.03.2018;20:00;606107;Grasberg, SH;200095;LK M KRAGE;Landesklasse M KRAGE;HV Grasberg;SG Buntentor/Neustadt;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;10:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;321072;BrL MJB;Bremenliga MJB ;TuS Komet Arsten II;SG Findorff;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;04.03.2018;11:00;101184;Ritterhude, SZ;431092;BrL WJC;Bremenliga WJC;TuSG Ritterhude;TuS Komet Arsten II;="0:0";="0:0";HVH SR;HSG Vegesack/Hammersbeck;;;;;;
Sun.;04.03.2018;11:15;101161;Bremen-Marßel, Bezirkssportanlage Marßel;431093;BrL WJC;Bremenliga WJC;SVGO Bremen;TV Lilienthal;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Sun.;04.03.2018;12:00;101165;Bremen-Aumund, Oberschule Lerchenstrasse;431094;BrL WJC;Bremenliga WJC;HSG Vegesack/Hammersbeck;SG HC Bremen/Hastedt;="0:0";="0:0";SG Buntentor/Neustadt SR;SG Buntentor/Neustadt;;;;;;
Sun.;04.03.2018;12:15;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;176083;LL WJB;Landesliga WJB Ost;TuS Komet Arsten;ATSV Habenhausen;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;12:30;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;331079;BrL MJC;Bremenliga MJC;SG Arbergen-Mahndorf;SV Werder Bremen II;="0:0";="0:0";TuS Tarmstedt SR;TuS Tarmstedt;;;;;;
Sun.;04.03.2018;13:15;101113;Bremen-Woltmershausen, MZH Roter Sand;431095;BrL WJC;Bremenliga WJC;TS Woltmershausen;SG Findorff;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sun.;04.03.2018;13:15;813028;Delmenhorst, SH Am Wehrhahn ;165082;LL WJA;Landesliga WJA Nord;HSG Delmenhorst;JSG Altenw./Otternd.;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;14:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;111094;BrL M;Bremenliga M;SV Werder Bremen;SVGO Bremen II;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;14:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;165083;LL WJA;Landesliga WJA Nord;ATSV Habenhausen;VfL Edewecht;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;14:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;165084;LL WJA;Landesliga WJA Nord;TuS Komet Arsten;TuRa Marienhafe;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;14:15;101161;Bremen-Marßel, Bezirkssportanlage Marßel;321073;BrL MJB;Bremenliga MJB ;SVGO Bremen;SV Werder Bremen;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sun.;04.03.2018;14:15;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;431096;BrL WJC;Bremenliga WJC;SG Arbergen-Mahndorf;TuS Komet Arsten III;="0:0";="0:0";TuS Tarmstedt SR;TuS Tarmstedt;;;;;;
Sun.;04.03.2018;14:30;101160;Bremen-Lesum, VH Lesum/St. Magnus;211077;BrL F;Bremenliga F;HSG Lesum/St.Magnus;SG Findorff II;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;15:00;101113;Bremen-Woltmershausen, MZH Roter Sand;152085;LL MJC;Landesliga MJC Nord;TS Woltmershausen;VfL Fredenbeck;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;15:15;813028;Delmenhorst, SH Am Wehrhahn ;150084;OL MJC;Oberliga MJC West;HSG Delmenhorst;JSG Weserbergland;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;15:30;101121;Bremen-Hemelingen, Wilhelm-Olbers-Schule Drebberstr.;111095;BrL M;Bremenliga M;SV Hemelingen;HSG Vegesack/Hammersbeck;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;15:45;101161;Bremen-Marßel, Bezirkssportanlage Marßel;121081;StL A M;Stadtliga A M;SVGO Bremen IV;ATSV Habenhausen IV;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sun.;04.03.2018;16:00;101120;Bremen-Arbergen, VH SGBO Heisiusstr.;211078;BrL F;Bremenliga F;SG Arbergen-Mahndorf II;SG Buntentor/Neustadt;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;16:00;606108;Schwanewede, Heideschule;210094;LK F KRAGE;Landesklasse F KRAGE;HSG Schwanewede/Nk.;SV Werder Bremen III;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;16:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;108093;LL F;Landesliga F Bremen;TuS Komet Arsten;TSV Morsum;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;16:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;131058;StL B M;Stadtliga B M;SV Werder Bremen II;TuSG Ritterhude;="0:0";="0:0";SG Arbergen-Mahndorf SR;SG Arbergen-Mahndorf;;;;;;
Sun.;04.03.2018;16:20;101160;Bremen-Lesum, VH Lesum/St. Magnus;331080;BrL MJC;Bremenliga MJC;JMSG Bremen-Nord;VSK Osterholz-Scharmbeck;="0:0";="0:0";SG Buntentor/Neustadt SR;SG Buntentor/Neustadt;;;;;;
Sun.;04.03.2018;16:30;101142;Bremen-Schwachhausen, VH 1860 Baumschulenweg;211075;BrL F;Bremenliga F;Bremen 1860;HSG Delmenhorst II;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;16:45;101113;Bremen-Woltmershausen, MZH Roter Sand;176085;LL WJB;Landesliga WJB Ost;TS Woltmershausen;HSG Delmenhorst;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;17:00;813028;Delmenhorst, SH Am Wehrhahn ;321074;BrL MJB;Bremenliga MJB ;HSG Delmenhorst II;TS Woltmershausen;="0:0";="0:0";TuS Komet Arsten SR;TuS Komet Arsten;;;;;;
Sun.;04.03.2018;17:00;101122;Bremen-Hemelingen, Bezirkssportanlage Hemelingen;121082;StL A M;Stadtliga A M;SG Arbergen-Mahndorf II;HSG Delmenhorst IV;="0:0";="0:0";SG Buntentor/Neustadt SR;SG Buntentor/Neustadt;;;;;;
Sun.;04.03.2018;17:00;101108;Bremen-Neustadt, Bezirkssportanlage Süd;231034;StL B F;Stadtliga B F;Polizei SV;SG Findorff IV;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;04.03.2018;17:00;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;131059;StL B M;Stadtliga B M;SG Findorff IV;TSV Farge-Rekum II;="0:0";="0:0";ATSV Habenhausen SR;ATSV Habenhausen;;;;;;
Sun.;04.03.2018;17:50;101160;Bremen-Lesum, VH Lesum/St. Magnus;321075;BrL MJB;Bremenliga MJB ;HSG Lesum/St.Magnus;VSK Osterholz-Scharmbeck;="0:0";="0:0";HSG Schwanewede/Neuenkirchen SR;HSG Schwanewede/Neuenkirchen;;;;;;
Sun.;04.03.2018;18:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;210095;LK F KRAGE;Landesklasse F KRAGE;TuS Komet Arsten II;LTS Bremerhaven;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;18:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;131060;StL B M;Stadtliga B M;SV Werder Bremen III;SC Weyhe II;="0:0";="0:0";SG Arbergen-Mahndorf SR;SG Arbergen-Mahndorf;;;;;;
Sun.;04.03.2018;18:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;111096;BrL M;Bremenliga M;SVGO Bremen III;VSK Osterholz-Scharmbeck;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;18:30;101113;Bremen-Woltmershausen, MZH Roter Sand;210096;LK F KRAGE;Landesklasse F KRAGE;TS Woltmershausen;HSG Mittelweser/Eystrup;="0:0";="0:0";;;;;;;;
Sun.;04.03.2018;19:30;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;221033;StL A F;Stadtliga A F;ATSV Habenhausen III;TS Woltmershausen III;="0:0";="0:0";TV Lilienthal SR;TV Lilienthal;;;;;;
Sat.;10.03.2018;11:30;101130;Bremen-Hastedt, VH Hastedter TSV;431097;BrL WJC;Bremenliga WJC;SG HC Bremen/Hastedt;TuSG Ritterhude;="0:0";="0:0";TuS Komet Arsten SR;TuS Komet Arsten;;;;;;
Sat.;10.03.2018;13:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;431098;BrL WJC;Bremenliga WJC;TuS Komet Arsten II;SG Arbergen-Mahndorf;="0:0";="0:0";HSG Delmenhorst SR;HSG Delmenhorst;;;;;;
Sat.;10.03.2018;13:00;101130;Bremen-Hastedt, VH Hastedter TSV;131061;StL B M;Stadtliga B M;SG HC Bremen/Hastedt III;HV Grasberg II;="0:0";="0:0";TuS Komet Arsten SR;TuS Komet Arsten;;;;;;
Sat.;10.03.2018;13:15;606105;Lilienthal-Falkenberg, Schoofmoor I;431099;BrL WJC;Bremenliga WJC;TV Lilienthal;HSG Schwanewede/Nk.;="0:0";="0:0";TuSG Ritterhude SR;TuSG Ritterhude;;;;;;
Sat.;10.03.2018;14:00;606107;Grasberg, SH;303096;ROL MJA (Ü);ROL MJA Nord;HV Grasberg;SVGO Bremen;="0:0";="0:0";TuSG Ritterhude SR;TuSG Ritterhude;;;;;;
Sat.;10.03.2018;14:20;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;331082;BrL MJC;Bremenliga MJC;SG Findorff;SV Werder Bremen;="0:0";="0:0";TuS Komet Arsten SR;TuS Komet Arsten;;;;;;
Sat.;10.03.2018;14:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;431100;BrL WJC;Bremenliga WJC;TuS Komet Arsten III;TS Woltmershausen;="0:0";="0:0";SG Arbergen-Mahndorf SR;SG Arbergen-Mahndorf;;;;;;
Sat.;10.03.2018;15:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;176088;LL WJB;Landesliga WJB Ost;ATSV Habenhausen;JH MoIn;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;15:15;813024;Delmenhorst, SH Am Stadion ;176089;LL WJB;Landesliga WJB Ost;HSG Delmenhorst;TV Lilienthal;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;15:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;211080;BrL F;Bremenliga F;SVGO Bremen II;HSG Vegesack/Hammersbeck;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;15:30;101168;Lemwerder, Sport- und Freizeitzentrum Lemwerder;17040;RL WJB;ROL wJB N;HSG Stedingen 2016;SVGO Bremen II;="0:0";="0:0";HSG Delmenhorst SR;HSG Delmenhorst;;;;;;
Sat.;10.03.2018;16:00;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;165088;LL WJA;Landesliga WJA Nord;SG Findorff;VfL Stade;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;16:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;107140;OL F;Oberliga F Nordsee;SV Werder Bremen II;Elsflether TB;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;16:00;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;401118;ROL WJA (Ü);ROL WJA Mitte;TuS Komet Arsten II;TSV Bremervörde;="0:0";="0:0";TuSG Ritterhude SR;TuSG Ritterhude;;;;;;
Sat.;10.03.2018;16:00;101101;Leeste, Kooperative Gesamtschule Leeste I;401119;ROL WJA (Ü);ROL WJA Mitte;SC Weyhe;SV Werder Bremen II;="0:0";="0:0";TS Woltmershausen SR;TS Woltmershausen;;;;;;
Sat.;10.03.2018;16:00;606107;Grasberg, SH;401120;ROL WJA (Ü);ROL WJA Mitte;HV Grasberg;JSG Geestland;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sat.;10.03.2018;17:00;101160;Bremen-Lesum, VH Lesum/St. Magnus;200098;LK M KRAGE;Landesklasse M KRAGE;HSG Lesum/St.Magnus;HSG Mittelweser/Eystrup;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;17:00;813024;Delmenhorst, SH Am Stadion ;108097;LL F;Landesliga F Bremen;HSG Delmenhorst;HG Bremerhaven;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;17:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;145088;LL MJB;Landesliga MJB Nord;ATSV Habenhausen;HSG Grüppenb./Bookholzb.;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;17:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;111097;BrL M;Bremenliga M;SVGO Bremen II;TV Lilienthal;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;17:45;101101;Leeste, Kooperative Gesamtschule Leeste I;131062;StL B M;Stadtliga B M;SC Weyhe;SV Werder Bremen II;="0:0";="0:0";TuS Komet Arsten SR;TuS Komet Arsten;;;;;;
Sat.;10.03.2018;18:00;101110;Bremen-Neustadt, VH BTSN ;200101;LK M KRAGE;Landesklasse M KRAGE;SG Buntentor/Neustadt;SV Beckdorf II;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;18:00;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;108099;LL F;Landesliga F Bremen;SG Findorff;TV Oyten III;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;18:00;606107;Grasberg, SH;231036;StL B F;Stadtliga B F;HV Grasberg;TuS Tarmstedt II;="0:0";="0:0";TuSG Ritterhude SR;TuSG Ritterhude;;;;;;
Sat.;10.03.2018;19:00;101105;Bremen-Habenhausen, Hinni-Schwenker-Halle;106130;LL M;Landesliga M Bremen;ATSV Habenhausen III;HSG Schwanewede/Nk. II;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;19:00;101160;Bremen-Lesum, VH Lesum/St. Magnus;121083;StL A M;Stadtliga A M;HSG Lesum/St.Magnus II;TS Woltmershausen II;="0:0";="0:0";SG Findorff SR;SG Findorff;;;;;;
Sat.;10.03.2018;19:15;813024;Delmenhorst, SH Am Stadion ;105131;VL M;Verbandsliga M Nordsee;HSG Delmenhorst;TS Hoykenkamp;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;19:30;606105;Lilienthal-Falkenberg, Schoofmoor I;331083;BrL MJC;Bremenliga MJC;TV Lilienthal;JMSG Bremen-Nord;="0:0";="0:0";SG Buntentor/Neustadt SR;SG Buntentor/Neustadt;;;;;;
Sat.;10.03.2018;19:30;101148;Bremen-Oslebshausen, Erwin-Büchler-Halle;106131;LL M;Landesliga M Bremen;SVGO Bremen;SG Achim/Baden II;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;19:30;101130;Bremen-Hastedt, VH Hastedter TSV;103137;OL M;Oberliga M Nordsee;SG HC Bremen/Hastedt;TV Bissendorf-Holte;="0:0";="0:0";;;;;;;;
Sat.;10.03.2018;20:00;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;211082;BrL F;Bremenliga F;SG Findorff II;Bremen 1860;="0:0";="0:0";;;;;;;;
Sun.;11.03.2018;10:30;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;431101;BrL WJC;Bremenliga WJC;SV Werder Bremen II;HSG Vegesack/Hammersbeck;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;11.03.2018;11:30;101130;Bremen-Hastedt, VH Hastedter TSV;145089;LL MJB;Landesliga MJB Nord;TuS Komet Arsten;HSG Delmenhorst;="0:0";="0:0";;;;;;;;
Sun.;11.03.2018;12:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;331084;BrL MJC;Bremenliga MJC;SV Werder Bremen II;SVGO Bremen;="0:0";="0:0";SG HC Bremen / Hastedt SR;SG HC Bremen/Hastedt;;;;;;
Sun.;11.03.2018;12:20;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;431102;BrL WJC;Bremenliga WJC;SG Findorff;SVGO Bremen;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sun.;11.03.2018;12:30;101103;Bremen-Arsten, Vereinsporthalle TuS Komet Arsten;152088;LL MJC;Landesliga MJC Nord;TuS Komet Arsten;SG HC Bremen/Hastedt II;="0:0";="0:0";;;;;;;;
Sun.;11.03.2018;13:00;101124;Bremen-Osterholz-Tenever, BSA OT Bremen;17041;RL WJB;ROL wJB N;TSV OT Bremen;TuS Komet Arsten II;="0:0";="0:0";;;;;;;;
Sun.;11.03.2018;13:15;101113;Bremen-Woltmershausen, MZH Roter Sand;321076;BrL MJB;Bremenliga MJB ;TS Woltmershausen;TV Lilienthal;="0:0";="0:0";Polizei SV SR;Polizei SV Bremen;;;;;;
Sun.;11.03.2018;13:30;813024;Delmenhorst, SH Am Stadion ;321077;BrL MJB;Bremenliga MJB ;HSG Delmenhorst II;HSG Lesum/St.Magnus;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sun.;11.03.2018;13:45;101134;Bremen-Findorff, BSA Findorff Nürnberger Str.;321078;BrL MJB;Bremenliga MJB ;SG Findorff;VSK Osterholz-Scharmbeck;="0:0";="0:0";SV Werder Bremen SR;spielfrei;;;;;;
Sun.;11.03.2018;14:00;101133;Bremen-Hulsberg, Klaus-Dieter-Fischer-Halle, VH SV Werder I ;321079;BrL MJB;Bremenliga MJB ;SV Werder Bremen;TuS Komet Arsten II;="0:0";="0:0";SVGO Bremen SR;SVGO Bremen;;;;;;
Sun.;11.03.2018;14:00;101166;Bremen-Farge, Vereinshalle TSV Farge-Rekum;121084;StL A M;Stadtliga A M;TSV Farge-Rekum;SG Arbergen-Mahndorf II;="0:0";="0:0";TS Woltmershausen SR;TS Woltmershausen;;;;;;
